Aachener Straße,StreetError
Grüne Trift_134_12557,ZeroSchoolsError
Grüne Trift_136_12557,ZeroSchoolsError
Grüne Trift_139_12557,ZeroSchoolsError
Grüne Trift_141_12557,ZeroSchoolsError
Grüne Trift_137_12557,ZeroSchoolsError
Grüne Trift_143_12557,ZeroSchoolsError
Grüne Trift_145_12557,ZeroSchoolsError
Grüne Trift_147_12557,ZeroSchoolsError
Grüne Trift_133_12557,ZeroSchoolsError
Grüne Trift_149_12557,ZeroSchoolsError
Grüne Trift_153_12557,ZeroSchoolsError
Grüne Trift_151_12557,ZeroSchoolsError
Grüne Trift_155_12557,ZeroSchoolsError
Grüne Trift_157_12557,ZeroSchoolsError
Grüne Trift_162_12557,ZeroSchoolsError
Grüne Trift_159_12557,ZeroSchoolsError
Grüne Trift_161_12557,ZeroSchoolsError
Grüne Trift_160_12557,ZeroSchoolsError
Grüne Trift_163_12557,ZeroSchoolsError
Grüne Trift_164_12557,ZeroSchoolsError
Grüne Trift_169_12557,ZeroSchoolsError
Grüne Trift_174_12557,ZeroSchoolsError
Grüne Trift_166_12557,ZeroSchoolsError
Gubitzstraße_47_10409,StreetNoError
Güllweg_13_13156,StreetNoError
Güllweg_11_13156,StreetNoError
Güllweg_15_13156,StreetNoError
Güllweg_21_13156,StreetNoError
Güllweg_17_13156,StreetNoError
Güllweg_19_13156,StreetNoError
Güllweg_23_13156,StreetNoError
Gülzower Straße_15_12619,StreetNoError
Gülzower Straße_4_12621,ZeroSchoolsError
Gülzower Straße_2_12621,ZeroSchoolsError
Gülzower Straße_18_12621,ZeroSchoolsError
Gülzower Straße_8_12621,ZeroSchoolsError
Gülzower Straße_10_12621,ZeroSchoolsError
Gülzower Straße_6_12621,ZeroSchoolsError
Gülzower Straße_20_12621,ZeroSchoolsError
Gülzower Straße_24_12621,ZeroSchoolsError
Gülzower Straße_26_12621,ZeroSchoolsError
Gülzower Straße_22_12621,ZeroSchoolsError
Gürtelstraße_29_10247,StreetNoError
Gürtelstraße_32_10247,StreetNoError
Gürtelstraße_33_10247,StreetNoError
Gustav-Adolf-Straße_27_13086,StreetNoError
Gustav-Adolf-Straße_146_13086,StreetNoError
Gutenbergstraße_7_12621,ZeroSchoolsError
Gutenbergstraße_9_12621,ZeroSchoolsError
Gutenbergstraße_11_12621,ZeroSchoolsError
Gutenbergstraße_17_12621,ZeroSchoolsError
Gutenbergstraße_16_12621,ZeroSchoolsError
Gutenbergstraße_18_12621,ZeroSchoolsError
Gutenbergstraße_20_12621,ZeroSchoolsError
Gutenbergstraße_19_12621,ZeroSchoolsError
Gutenbergstraße_21_12621,ZeroSchoolsError
Gutenbergstraße_23_12621,ZeroSchoolsError
Gutenbergstraße_24_12621,ZeroSchoolsError
Gutenbergstraße_25_12621,ZeroSchoolsError
Gutenbergstraße_26_12621,ZeroSchoolsError
Gutenfelsstraße_13_13129,StreetNoError
Habersaathstraße_17_10115,StreetNoError
Habersaathstraße_36_10115,StreetNoError
Habersaathstraße_38_10115,StreetNoError
Gutenbergstraße_13_12621,ZeroSchoolsError
Haeckelstraße_14_12487,StreetNoError
Hagenstraße_23_13125,StreetNoError
Hamannweg_6_12621,ZeroSchoolsError
Hamannweg_14_12621,ZeroSchoolsError
Hamannweg_4_12621,ZeroSchoolsError
Handjerystraße_28_12489,StreetNoError
Hannsdorfer Straße_2_12621,ZeroSchoolsError
Hannsdorfer Straße_6_12621,ZeroSchoolsError
Hannsdorfer Straße_7_12621,ZeroSchoolsError
Hannsdorfer Straße_9_12621,ZeroSchoolsError
Hannsdorfer Straße_8_12621,ZeroSchoolsError
Hannsdorfer Straße_14_12621,ZeroSchoolsError
Hannsdorfer Straße_17_12621,ZeroSchoolsError
Hannsdorfer Straße_18_12621,ZeroSchoolsError
Hannsdorfer Straße_19_12621,ZeroSchoolsError
Hannsdorfer Straße_21_12621,ZeroSchoolsError
Hannsdorfer Straße_23_12621,ZeroSchoolsError
Hannsdorfer Straße_24_12621,ZeroSchoolsError
Hannsdorfer Straße_26_12621,ZeroSchoolsError
Hannsdorfer Straße_28_12621,ZeroSchoolsError
Hannsdorfer Straße_31_12621,ZeroSchoolsError
Hannsdorfer Straße_32_12621,ZeroSchoolsError
Hannsdorfer Straße_34_12621,ZeroSchoolsError
Hannsdorfer Straße_37_12621,ZeroSchoolsError
Hannsdorfer Straße_39_12621,ZeroSchoolsError
Hannsdorfer Straße_40_12621,ZeroSchoolsError
Hannsdorfer Straße_29_12621,ZeroSchoolsError
Hannsdorfer Straße_38_12621,ZeroSchoolsError
Hannsdorfer Straße_44_12621,ZeroSchoolsError
Hannsdorfer Straße_43_12621,ZeroSchoolsError
Hannsdorfer Straße_46_12621,ZeroSchoolsError
Harfenweg_3_13127,ZeroSchoolsError
Harfenweg_4_13127,ZeroSchoolsError
Harfenweg_5_13127,ZeroSchoolsError
Harfenweg_6_13127,ZeroSchoolsError
Harfenweg_8_13127,ZeroSchoolsError
Harfenweg_10_13127,ZeroSchoolsError
Harfenweg_13_13127,ZeroSchoolsError
Harfenweg_12_13127,ZeroSchoolsError
Harfenweg_7_13127,ZeroSchoolsError
Harfenweg_15_13127,ZeroSchoolsError
Harfenweg_14_13127,ZeroSchoolsError
Harfenweg_16_13127,ZeroSchoolsError
Harfenweg_17_13127,ZeroSchoolsError
Harfenweg_18_13127,ZeroSchoolsError
Harfenweg_20_13127,ZeroSchoolsError
Harfenweg_22_13127,ZeroSchoolsError
Harfenweg_24_13127,ZeroSchoolsError
Harfenweg_26_13127,ZeroSchoolsError
Hartmutstraße_3_13129,StreetNoError
Harzburger Straße_16_13129,StreetNoError
Hauptstraße_61_13158,StreetNoError
Hauptstraße_101_13158,StreetNoError
Hauptstraße_116_13158,StreetNoError
Heerstraße_59_12621,StreetNoError
Heimburgstraße_12_13129,StreetNoError
Heimfriedstraße_5_13125,StreetNoError
Heimfriedstraße_11_13125,StreetNoError
Heinrich-Heine-Straße_70_10179,StreetNoError
Heisterbachstraße_2_12559,StreetNoError
Hellersdorfer Straße_3_12621,ZeroSchoolsError
Hellersdorfer Straße_5_12621,ZeroSchoolsError
Hellersdorfer Straße_15_12621,ZeroSchoolsError
Hellersdorfer Straße_9_12621,ZeroSchoolsError
Hellersdorfer Straße_18_12621,ZeroSchoolsError
Hellersdorfer Straße_19_12621,ZeroSchoolsError
Hellersdorfer Straße_20_12621,ZeroSchoolsError
Hellersdorfer Straße_22_12621,ZeroSchoolsError
Hellersdorfer Straße_24_12621,ZeroSchoolsError
Hellersdorfer Straße_27_12621,ZeroSchoolsError
Hellersdorfer Straße_23_12621,ZeroSchoolsError
Hellersdorfer Straße_35_12621,ZeroSchoolsError
Hertwigswalder Steig_3_12621,ZeroSchoolsError
Hertwigswalder Steig_8_12621,ZeroSchoolsError
Hertwigswalder Steig_9_12621,ZeroSchoolsError
Hertwigswalder Steig_1_12621,ZeroSchoolsError
Hertwigswalder Steig_10_12621,ZeroSchoolsError
Hertwigswalder Steig_7_12621,ZeroSchoolsError
Hertwigswalder Steig_14_12621,ZeroSchoolsError
Hertwigswalder Steig_16_12621,ZeroSchoolsError
Hertwigswalder Steig_19_12621,ZeroSchoolsError
Hertwigswalder Steig_17_12621,ZeroSchoolsError
Hertwigswalder Steig_20_12621,ZeroSchoolsError
Hertwigswalder Steig_21_12621,ZeroSchoolsError
Hertzstraße_46_13158,StreetNoError
Hielscherstraße_48_13158,StreetNoError
Hirtenstraße_11_10178,StreetNoError
Hoffmannstraße_1_12489,StreetNoError
Hoffmannstraße_11_12489,StreetNoError
Höhensteig_3_12526,StreetNoError
Honsfelder Straße_13_12621,StreetNoError
Hornsteiner Weg_32_12621,ZeroSchoolsError
Hornsteiner Weg_33_12621,ZeroSchoolsError
Hornsteiner Weg_35_12621,ZeroSchoolsError
Hornsteiner Weg_38_12621,ZeroSchoolsError
Hornsteiner Weg_39_12621,ZeroSchoolsError
Hornsteiner Weg_31_12621,ZeroSchoolsError
Hornsteiner Weg_41_12621,ZeroSchoolsError
Hornsteiner Weg_42_12621,ZeroSchoolsError
Hornsteiner Weg_36_12621,ZeroSchoolsError
Hornsteiner Weg_45_12621,ZeroSchoolsError
Hornsteiner Weg_40_12621,ZeroSchoolsError
Hornsteiner Weg_47_12621,ZeroSchoolsError
Hornsteiner Weg_49_12621,ZeroSchoolsError
Hornsteiner Weg_44_12621,ZeroSchoolsError
Hornsteiner Weg_48_12621,ZeroSchoolsError
Hornsteiner Weg_50_12621,ZeroSchoolsError
Hornsteiner Weg_53_12621,ZeroSchoolsError
Hornsteiner Weg_51_12621,ZeroSchoolsError
Hosemannstraße_1_12621,ZeroSchoolsError
Hosemannstraße_6_12621,ZeroSchoolsError
Hosemannstraße_3_12621,ZeroSchoolsError
Hosemannstraße_9_12621,ZeroSchoolsError
Hosemannstraße_10_12621,ZeroSchoolsError
Hosemannstraße_4_12621,ZeroSchoolsError
Hosemannstraße_11_12621,ZeroSchoolsError
Hosemannstraße_13_12621,ZeroSchoolsError
Hosemannstraße_15_12621,ZeroSchoolsError
Hosemannstraße_26_12621,ZeroSchoolsError
Hosemannstraße_30_12621,ZeroSchoolsError
Hosemannstraße_29_12621,ZeroSchoolsError
Hosemannstraße_31_12621,ZeroSchoolsError
Hosemannstraße_32_12621,ZeroSchoolsError
Hosemannstraße_34_12621,ZeroSchoolsError
Hosemannstraße_33_12621,ZeroSchoolsError
Hosemannstraße_36_12621,ZeroSchoolsError
Hosemannstraße_37_12621,ZeroSchoolsError
Hosemannstraße_39_12621,ZeroSchoolsError
Hosemannstraße_40_12621,ZeroSchoolsError
Hubertusdamm_27_13125,StreetNoError
Hubertusstraße_40_10365,StreetNoError
Hüttendorfer Weg_10_12526,StreetNoError
Ifflandstraße_60_12623,StreetNoError
Indrastraße_27_13089,StreetNoError
Ingeborgstraße_10_13089,StreetNoError
Iselbergplatz_6_12621,StreetNoError
Iselbergstraße_2_12621,StreetNoError
Isländische Straße_2_10439,StreetNoError
Isländische Straße_3_10439,StreetNoError
Joachimstraße_12_10119,StreetNoError
Joachimstraße_13_10119,StreetNoError
Johannes-Werner-Straße_9_12487,StreetNoError
Josef-Orlopp-Straße_15_10367,StreetNoError
Jungbornstraße_80_13129,StreetNoError
Karl-Marx-Allee_69_10243,StreetNoError
Karl-Marx-Allee_70_10243,StreetNoError
Karlstraße_2_12621,ZeroSchoolsError
Karlstraße_4_12621,ZeroSchoolsError
Karlstraße_3_12621,ZeroSchoolsError
Karlstraße_6_12621,ZeroSchoolsError
Karlstraße_5_12621,ZeroSchoolsError
Karlstraße_7_12621,ZeroSchoolsError
Karlstraße_8_12621,ZeroSchoolsError
Karlstraße_9_12621,ZeroSchoolsError
Karlstraße_10_12621,ZeroSchoolsError
Karlstraße_16_12621,StreetNoError
Karlstraße_12_12621,ZeroSchoolsError
Karlstraße_14_12621,ZeroSchoolsError
Karlstraße_17_12621,ZeroSchoolsError
Karlstraße_18_12621,ZeroSchoolsError
Karlstraße_13_12621,ZeroSchoolsError
Karlstraße_19_12621,ZeroSchoolsError
Karlstraße_21_12621,ZeroSchoolsError
Karlstraße_22_12621,ZeroSchoolsError
Karlstraße_23_12621,ZeroSchoolsError
Karlstraße_24_12621,ZeroSchoolsError
Karlstraße_26_12621,ZeroSchoolsError
Karlstraße_28_12621,ZeroSchoolsError
Karlstraße_25_12621,ZeroSchoolsError
Karlstraße_31_12621,ZeroSchoolsError
Karlstraße_30_12621,ZeroSchoolsError
Karlstraße_32_12621,ZeroSchoolsError
Karlstraße_33_12621,ZeroSchoolsError
Karlstraße_34_12621,ZeroSchoolsError
Karlstraße_35_12621,ZeroSchoolsError
Kastanienallee_1_13129,StreetNoError
Kastanienallee_35_13129,StreetNoError
Kastanienallee_36_10435,StreetNoError
Kattowitzer Straße_3_13125,StreetNoError
Kaulsdorfer Straße_228_12555,StreetNoError
Kerkowstraße_22_13125,StreetNoError
Kerkowstraße_23_13125,StreetNoError
Kiekemaler Straße_4_12623,StreetNoError
Kirchstraße_2_13129,StreetNoError
Kirchstraße_27_13129,StreetNoError
Kissingenstraße_21_13189,StreetNoError
Klothildestraße_1_13156,StreetNoError
Klothildestraße_27_13156,StreetNoError
Klothildestraße_30_13156,StreetNoError
Klothildestraße_31_13156,StreetNoError
Klüsserather Weg_30_12681,StreetNoError
Köberlesteig_2_13156,StreetNoError
Köberlesteig_7_13156,StreetNoError
Köberlesteig_9_13156,StreetNoError
Kohlisstraße_86_12623,StreetNoError
Köllnische Straße_9_12439,StreetNoError
Kolmarer Straße_7_10405,ZeroSchoolsError
Königsheideweg_241_12487,StreetNoError
Königsheideweg_245_12487,StreetNoError
Königsheideweg_249_12487,StreetNoError
Königsheideweg_255_12487,StreetNoError
Krachtstraße_10_10245,StreetNoError
Krampenburger Weg_17_12559,StreetNoError
Krampenburger Weg_19_12559,StreetNoError
Krampenburger Weg_21_12559,StreetNoError
Krampenburger Weg_27_12559,StreetNoError
Kranoldstraße_1_12621,ZeroSchoolsError
Kranoldstraße_2_12621,ZeroSchoolsError
Kranoldstraße_3_12621,ZeroSchoolsError
Kranoldstraße_7_12621,ZeroSchoolsError
Kranoldstraße_9_12621,ZeroSchoolsError
Kranoldstraße_8_12621,ZeroSchoolsError
Kranoldstraße_10_12621,ZeroSchoolsError
Kranoldstraße_11_12621,ZeroSchoolsError
Kranoldstraße_13_12621,ZeroSchoolsError
Kranoldstraße_12_12621,ZeroSchoolsError
Kranoldstraße_15_12621,ZeroSchoolsError
Kranoldstraße_14_12621,ZeroSchoolsError
Kranoldstraße_20_12621,ZeroSchoolsError
Kranoldstraße_24_12621,ZeroSchoolsError
Kranoldstraße_22_12621,ZeroSchoolsError
Kranoldstraße_27_12621,ZeroSchoolsError
Kranoldstraße_30_12621,ZeroSchoolsError
Kranoldstraße_28_12621,ZeroSchoolsError
Kranoldstraße_29_12621,ZeroSchoolsError
Kranoldstraße_26_12621,ZeroSchoolsError
Krontaler Straße_13_13125,StreetNoError
Krontaler Straße_35_13125,StreetNoError
Kubornstraße_31_10367,ZeroSchoolsError
Kuglerstraße_83_10439,StreetNoError
Kürenzer Straße_56_12681,StreetNoError
Küstriner Straße_30_13055,StreetNoError
Landréstraße_1_12621,ZeroSchoolsError
Landréstraße_9_12621,ZeroSchoolsError
Landréstraße_12_12621,ZeroSchoolsError
Landréstraße_15_12621,ZeroSchoolsError
Landréstraße_17_12621,ZeroSchoolsError
Landsberger Straße_262_12623,ZeroSchoolsError
Landréstraße_14_12621,ZeroSchoolsError
Langer Weg_29_12683,StreetNoError
Lasdehner Straße_1_10243,StreetNoError
Lautentaler Straße_22_13129,StreetNoError
Lautentaler Straße_58_13129,StreetNoError
Lautentaler Straße_63_13129,StreetNoError
Lenbachstraße_31_12621,StreetNoError
Lenbachstraße_80_12621,StreetNoError
Leopoldstraße_3_12621,ZeroSchoolsError
Leopoldstraße_6_12621,ZeroSchoolsError
Leopoldstraße_8_12621,ZeroSchoolsError
Leopoldstraße_7_12621,ZeroSchoolsError
Leopoldstraße_9_12621,ZeroSchoolsError
Leopoldstraße_5_12621,ZeroSchoolsError
Leopoldstraße_12_12621,ZeroSchoolsError
Leopoldstraße_13_12621,ZeroSchoolsError
Leopoldstraße_25_12621,ZeroSchoolsError
Leopoldstraße_18_12621,ZeroSchoolsError
Leopoldstraße_22_12621,ZeroSchoolsError
Leopoldstraße_26_12621,ZeroSchoolsError
Leopoldstraße_32_12621,ZeroSchoolsError
Levensauer Straße_1_12623,StreetNoError
Liebermannstraße_149_13088,StreetNoError
Liebermannstraße_151_13088,StreetNoError
Lienhardweg_46_12557,ZeroSchoolsError
Liepnitzstraße_31_10318,ZeroSchoolsError
Lincolnstraße_27_10315,StreetNoError
Lincolnstraße_31_10315,StreetNoError
Lindenallee_1_13088,StreetNoError
Lindenberger Straße_51_13059,ZeroSchoolsError
Lindenstraße_59_12526,ZeroSchoolsError
Lindenstraße_73_12526,ZeroSchoolsError
Lindhorstweg_86_12487,StreetNoError
Lindwurmweg_27_13088,ZeroSchoolsError
Linienstraße_17_10178,ZeroSchoolsError
Linienstraße_21_10178,ZeroSchoolsError
Linienstraße_20_10178,ZeroSchoolsError
Linienstraße_18_10178,ZeroSchoolsError
Linienstraße_19_10178,ZeroSchoolsError
Linienstraße_119_10115,StreetNoError
Linienstraße_195_10119,StreetNoError
Lössauer Straße_46_13055,ZeroSchoolsError
Lössauer Straße_45_13055,ZeroSchoolsError
Lössauer Straße_43_13055,ZeroSchoolsError
Lössauer Straße_48_13055,ZeroSchoolsError
Lössauer Straße_47_13055,ZeroSchoolsError
Löwestraße_1_10249,StreetNoError
Mädewalder Weg_4_12621,ZeroSchoolsError
Mädewalder Weg_7_12621,ZeroSchoolsError
Mädewalder Weg_14_12621,ZeroSchoolsError
Mädewalder Weg_6_12621,ZeroSchoolsError
Mädewalder Weg_5_12621,ZeroSchoolsError
Mädewalder Weg_15_12621,ZeroSchoolsError
Mädewalder Weg_8_12621,ZeroSchoolsError
Mädewalder Weg_16_12621,ZeroSchoolsError
Mädewalder Weg_18_12621,ZeroSchoolsError
Mädewalder Weg_20_12621,ZeroSchoolsError
Mädewalder Weg_21_12621,ZeroSchoolsError
Mädewalder Weg_22_12621,ZeroSchoolsError
Mädewalder Weg_31_12621,ZeroSchoolsError
Mädewalder Weg_27_12621,ZeroSchoolsError
Mädewalder Weg_23_12621,ZeroSchoolsError
Mädewalder Weg_25_12621,ZeroSchoolsError
Mädewalder Weg_33_12621,ZeroSchoolsError
Mädewalder Weg_35_12621,ZeroSchoolsError
Mädewalder Weg_36_12621,ZeroSchoolsError
Mädewalder Weg_29_12621,ZeroSchoolsError
Mädewalder Weg_37_12621,ZeroSchoolsError
Mädewalder Weg_38_12621,ZeroSchoolsError
Mädewalder Weg_39_12621,ZeroSchoolsError
Mädewalder Weg_40_12621,ZeroSchoolsError
Mädewalder Weg_41_12621,ZeroSchoolsError
Mädewalder Weg_45_12621,ZeroSchoolsError
Mädewalder Weg_43_12621,ZeroSchoolsError
Mädewalder Weg_47_12621,ZeroSchoolsError
Mädewalder Weg_51_12621,ZeroSchoolsError
Mädewalder Weg_53_12621,ZeroSchoolsError
Mädewalder Weg_61_12621,ZeroSchoolsError
Mädewalder Weg_55_12621,ZeroSchoolsError
Mädewalder Weg_63_12621,ZeroSchoolsError
Mahonienweg_8_12437,StreetNoError
Mahonienweg_10_12437,StreetNoError
Mahonienweg_12_12437,StreetNoError
Mahonienweg_14_12437,StreetNoError
Mahonienweg_16_12437,StreetNoError
Mahonienweg_18_12437,StreetNoError
Mahonienweg_20_12437,StreetNoError
Mahonienweg_21_12437,StreetNoError
Mahonienweg_22_12437,StreetNoError
Mahonienweg_23_12437,StreetNoError
Mahonienweg_24_12437,StreetNoError
Mahonienweg_26_12437,StreetNoError
Mahonienweg_28_12437,StreetNoError
Mahonienweg_27_12437,StreetNoError
Mahonienweg_25_12437,StreetNoError
Mahonienweg_29_12437,StreetNoError
Mahonienweg_30_12437,StreetNoError
Mahonienweg_32_12437,StreetNoError
Mahonienweg_34_12437,StreetNoError
Mahonienweg_38_12437,StreetNoError
Mahonienweg_40_12437,StreetNoError
Mahonienweg_36_12437,StreetNoError
Mahonienweg_42_12437,StreetNoError
Mahonienweg_44_12437,StreetNoError
Mahonienweg_46_12437,StreetNoError
Mahonienweg_47_12437,StreetNoError
Mahonienweg_48_12437,StreetNoError
Malchower Straße_97_13089,StreetNoError
Malchower Weg_30_13053,StreetNoError
Margaretenaue_1_13127,ZeroSchoolsError
Margaretenaue_2_13127,ZeroSchoolsError
Margaretenaue_3_13127,ZeroSchoolsError
Margaretenaue_6_13127,ZeroSchoolsError
Margaretenaue_9_13127,ZeroSchoolsError
Margaretenaue_8_13127,ZeroSchoolsError
Margaretenaue_15_13127,ZeroSchoolsError
Margaretenaue_11_13127,ZeroSchoolsError
Margaretenaue_16_13127,ZeroSchoolsError
Margaretenaue_17_13127,ZeroSchoolsError
Margaretenaue_18_13127,ZeroSchoolsError
Margaretenaue_19_13127,ZeroSchoolsError
Marienstraße_3_13127,ZeroSchoolsError
Marienstraße_1_13127,ZeroSchoolsError
Marienstraße_4_13127,ZeroSchoolsError
Marienstraße_7_13127,ZeroSchoolsError
Marienstraße_5_13127,ZeroSchoolsError
Marienstraße_8_13127,ZeroSchoolsError
Marienstraße_11_13127,ZeroSchoolsError
Marienstraße_12_13127,ZeroSchoolsError
Marienstraße_13_13127,ZeroSchoolsError
Marienstraße_10_13127,ZeroSchoolsError
Marienstraße_14_13127,ZeroSchoolsError
Markgrafenstraße_16_12623,ZeroSchoolsError
Markomannenstraße_1_12524,StreetNoError
Marzahner Chaussee_47_12681,StreetNoError
Marzahner Chaussee_49_12681,StreetNoError
Marzahner Chaussee_51_12681,StreetNoError
Marzahner Chaussee_132_12681,StreetNoError
Marzahner Chaussee_225_12681,ZeroSchoolsError
Marzahner Chaussee_215_12681,ZeroSchoolsError
Maximilianstraße_15_13187,StreetNoError
Meisenheimer Straße_11_12559,ZeroSchoolsError
Meisenheimer Straße_12_12559,ZeroSchoolsError
Meisenheimer Straße_1_12559,ZeroSchoolsError
Meisenheimer Straße_2_12559,ZeroSchoolsError
Meisenheimer Straße_10_12559,ZeroSchoolsError
Mentzelstraße_1_12557,StreetNoError
Mentzelstraße_3_12557,StreetNoError
Mirower Straße_40_12623,StreetNoError
Mittelbrunner Steig_24_12559,StreetNoError
Mittelstraße_33_13129,StreetNoError
Mittelstraße_13_13055,StreetNoError
Mittelstraße_21_13055,StreetNoError
Moissistraße_17_12489,StreetNoError
Moissistraße_19_12489,StreetNoError
Moosstraße_37_12439,StreetNoError
Moosstraße_49_12439,StreetNoError
Mühlenstraße_5_13129,StreetNoError
Mühlenstraße_1_13127,StreetNoError
Münsterberger Weg_1_12621,ZeroSchoolsError
Münsterberger Weg_6_12621,ZeroSchoolsError
Münsterberger Weg_8_12621,ZeroSchoolsError
Münsterberger Weg_12_12621,ZeroSchoolsError
Münsterberger Weg_10_12621,ZeroSchoolsError
Münsterberger Weg_14_12621,ZeroSchoolsError
Münsterberger Weg_16_12621,ZeroSchoolsError
Münsterberger Weg_18_12621,ZeroSchoolsError
Münsterberger Weg_20_12621,ZeroSchoolsError
Münsterberger Weg_22_12621,ZeroSchoolsError
Münsterberger Weg_24_12621,ZeroSchoolsError
Münsterberger Weg_37_12621,StreetNoError
Münsterberger Weg_26_12621,ZeroSchoolsError
Münsterberger Weg_28_12621,ZeroSchoolsError
Münsterberger Weg_33_12621,ZeroSchoolsError
Münsterberger Weg_30_12621,ZeroSchoolsError
Münsterberger Weg_34_12621,ZeroSchoolsError
Münsterberger Weg_38_12621,ZeroSchoolsError
Münsterberger Weg_41_12621,ZeroSchoolsError
Münsterberger Weg_43_12621,ZeroSchoolsError
Münsterberger Weg_42_12621,ZeroSchoolsError
Münsterberger Weg_39_12621,ZeroSchoolsError
Münsterberger Weg_44_12621,ZeroSchoolsError
Münsterberger Weg_45_12621,ZeroSchoolsError
Münsterberger Weg_50_12621,ZeroSchoolsError
Münsterberger Weg_62_12621,ZeroSchoolsError
Münsterberger Weg_70_12621,ZeroSchoolsError
Münsterberger Weg_68_12621,ZeroSchoolsError
Münsterberger Weg_66_12621,ZeroSchoolsError
Münsterberger Weg_105_12621,ZeroSchoolsError
Münsterberger Weg_106_12621,ZeroSchoolsError
Münsterberger Weg_108_12621,ZeroSchoolsError
Münsterberger Weg_107_12621,ZeroSchoolsError
Münsterberger Weg_109_12621,ZeroSchoolsError
Münsterberger Weg_111_12621,ZeroSchoolsError
Münsterberger Weg_112_12621,ZeroSchoolsError
Münsterberger Weg_113_12621,ZeroSchoolsError
Münsterberger Weg_115_12621,ZeroSchoolsError
Münsterberger Weg_116_12621,ZeroSchoolsError
Münsterberger Weg_117_12621,ZeroSchoolsError
Münsterberger Weg_118_12621,ZeroSchoolsError
Münsterberger Weg_124_12621,ZeroSchoolsError
Münsterberger Weg_126_12621,ZeroSchoolsError
Münsterberger Weg_121_12621,ZeroSchoolsError
Münsterberger Weg_128_12621,ZeroSchoolsError
Münzstraße_11_10178,StreetNoError
Myslowitzer Straße_1_12621,ZeroSchoolsError
Myslowitzer Straße_4_12621,ZeroSchoolsError
Myslowitzer Straße_6_12621,ZeroSchoolsError
Myslowitzer Straße_14_12621,ZeroSchoolsError
Myslowitzer Straße_16_12621,ZeroSchoolsError
Myslowitzer Straße_15_12621,ZeroSchoolsError
Myslowitzer Straße_17_12621,ZeroSchoolsError
Myslowitzer Straße_19_12621,ZeroSchoolsError
Myslowitzer Straße_21_12621,ZeroSchoolsError
Myslowitzer Straße_7_12621,ZeroSchoolsError
Myslowitzer Straße_23_12621,ZeroSchoolsError
Myslowitzer Straße_25_12621,ZeroSchoolsError
Myslowitzer Straße_28_12621,ZeroSchoolsError
Myslowitzer Straße_29_12621,ZeroSchoolsError
Myslowitzer Straße_31_12621,ZeroSchoolsError
Myslowitzer Straße_34_12621,ZeroSchoolsError
Myslowitzer Straße_36_12621,ZeroSchoolsError
Myslowitzer Straße_32_12621,ZeroSchoolsError
Myslowitzer Straße_35_12621,ZeroSchoolsError
Myslowitzer Straße_37_12621,ZeroSchoolsError
Myslowitzer Straße_41_12621,ZeroSchoolsError
Myslowitzer Straße_39_12621,ZeroSchoolsError
Myslowitzer Straße_43_12621,ZeroSchoolsError
Myslowitzer Straße_48_12621,ZeroSchoolsError
Myslowitzer Straße_51_12621,ZeroSchoolsError
Myslowitzer Straße_50_12621,ZeroSchoolsError
Myslowitzer Straße_52_12621,ZeroSchoolsError
Myslowitzer Straße_53_12621,ZeroSchoolsError
Myslowitzer Straße_60_12621,ZeroSchoolsError
Myslowitzer Straße_55_12621,ZeroSchoolsError
Myslowitzer Straße_59_12621,ZeroSchoolsError
Myslowitzer Straße_62_12621,ZeroSchoolsError
Myslowitzer Straße_64_12621,ZeroSchoolsError
Myslowitzer Straße_65_12621,ZeroSchoolsError
Myslowitzer Straße_66_12621,ZeroSchoolsError
Myslowitzer Straße_69_12621,ZeroSchoolsError
Neukirchstraße_71_13089,StreetNoError
Neustädter Straße_16_13125,StreetNoError
Nordendstraße_7_13156,StreetNoError
Oberfeldstraße_11_12683,StreetNoError
Oberfeldstraße_44_12683,StreetNoError
Oberfeldstraße_103_12683,StreetNoError
Oberfeldstraße_140_12683,StreetNoError
Oberfeldstraße_139_12683,StreetNoError
Oberfeldstraße_141_12683,StreetNoError
Oberfeldstraße_142_12683,StreetNoError
Okarinastraße_78_13127,ZeroSchoolsError
Okarinastraße_84_13127,ZeroSchoolsError
Okarinastraße_80_13127,ZeroSchoolsError
Okarinastraße_82_13127,ZeroSchoolsError
Okarinastraße_76_13127,ZeroSchoolsError
Okarinastraße_86_13127,ZeroSchoolsError
Okarinastraße_88_13127,ZeroSchoolsError
Okarinastraße_90_13127,ZeroSchoolsError
Orankestraße_14_13053,ZeroSchoolsError
Otto-Nagel-Straße_1_12683,StreetNoError
Otto-Nagel-Straße_84_12683,StreetNoError
Palisadenstraße_36_10243,StreetNoError
Palisadenstraße_35_10243,StreetNoError
Palisadenstraße_37_10243,StreetNoError
Pappelallee_41_10437,StreetNoError
Parkstraße_88_13086,StreetNoError
Parkstraße_89_13086,StreetNoError
Parkstraße_90_13086,StreetNoError
Pasewalker Straße_21_13127,StreetNoError
Pasewalker Straße_30_13127,ZeroSchoolsError
Pasewalker Straße_29_13127,ZeroSchoolsError
Pasewalker Straße_32_13127,ZeroSchoolsError
Pasewalker Straße_31_13127,ZeroSchoolsError
Pasewalker Straße_53_13127,ZeroSchoolsError
Pasewalker Straße_54_13127,ZeroSchoolsError
Pasewalker Straße_56_13127,ZeroSchoolsError
Pasewalker Straße_57_13127,ZeroSchoolsError
Pasewalker Straße_59_13127,ZeroSchoolsError
